발생시각,규모,깊이(km),위도,경도,발생일,p_arrival_utc,s_arrival_utc
2017-11-19 03:33:31,2.4,12.0,36.09,129.35,2017-11-19,2017-11-18 18:33:35.872172430+00:00,2017-11-18 18:33:38.325448884+00:00
2017-11-19 01:51:24,1.5,6.0,36.1,129.33,2017-11-19,2017-11-18 16:51:28.183128485+00:00,2017-11-18 16:51:29.510811456+00:00
2017-11-19 01:41:27,1.4,5.0,36.1,129.35,2017-11-19,2017-11-18 16:41:31.425778588+00:00,2017-11-18 16:41:32.555912926+00:00
2017-11-19 01:26:58,1.6,7.0,36.14,129.37,2017-11-19,2017-11-18 16:27:02.592918087+00:00,2017-11-18 16:27:04.132107523+00:00
2017-11-19 01:18:38,2.0,8.0,36.11,129.34,2017-11-19,2017-11-18 16:18:42.352847089+00:00,2017-11-18 16:18:44.071752156+00:00
2017-11-19 00:59:00,1.5,7.0,36.12,129.37,2017-11-19,2017-11-18 15:59:04.674418233+00:00,2017-11-18 15:59:06.216564221+00:00
2017-11-18 23:38:02,1.4,6.0,36.1,129.35,2017-11-18,2017-11-18 14:38:06.462235749+00:00,2017-11-18 14:38:07.798404062+00:00
2017-11-18 23:29:35,1.6,9.0,36.09,129.34,2017-11-18,2017-11-18 14:29:39.543617165+00:00,2017-11-18 14:29:41.456505782+00:00
2017-11-18 23:28:05,0.9,6.0,36.1,129.36,2017-11-18,2017-11-18 14:28:09.603246916+00:00,2017-11-18 14:28:10.943300515+00:00
2017-11-18 22:06:13,0.9,,36.12,129.37,2017-11-18,,
2017-11-18 21:51:18,1.4,,36.11,129.37,2017-11-18,,
2017-11-18 21:35:10,1.2,7.0,36.11,129.35,2017-11-18,2017-11-18 12:35:14.442313398+00:00,2017-11-18 12:35:15.975741701+00:00
2017-11-18 21:34:18,1.5,6.0,36.1,129.33,2017-11-18,2017-11-18 12:34:22.183128485+00:00,2017-11-18 12:34:23.510811456+00:00
2017-11-18 21:07:06,1.3,,36.11,129.36,2017-11-18,,
2017-11-18 20:20:25,1.0,5.0,36.1,129.35,2017-11-18,2017-11-18 11:20:29.425778588+00:00,2017-11-18 11:20:30.555912926+00:00
2017-11-18 20:19:13,1.4,5.0,36.08,129.33,2017-11-18,2017-11-18 11:19:17.303023691+00:00,2017-11-18 11:19:18.430646794+00:00
2017-11-18 19:19:08,1.3,6.0,36.09,129.35,2017-11-18,2017-11-18 10:19:12.532765013+00:00,2017-11-18 10:19:13.870907636+00:00
2017-11-18 18:21:09,1.2,10.0,36.09,129.34,2017-11-18,2017-11-18 09:21:13.605040065+00:00,2017-11-18 09:21:15.698919674+00:00
2017-11-18 17:19:07,1.2,8.0,36.14,129.39,2017-11-18,2017-11-18 08:19:11.932702337+00:00,2017-11-18 08:19:13.679506803+00:00
2017-11-18 15:47:02,0.5,,36.09,129.33,2017-11-18,,
2017-11-18 15:26:38,0.8,,36.1,129.33,2017-11-18,,
2017-11-18 14:37:43,1.4,8.0,36.1,129.33,2017-11-18,2017-11-18 05:37:47.280857869+00:00,2017-11-18 05:37:48.995735832+00:00
2017-11-18 12:07:48,1.5,19.0,36.16,129.38,2017-11-18,2017-11-18 03:07:53.589463744+00:00,2017-11-18 03:07:57.141412538+00:00
2017-11-18 11:59:21,1.0,7.0,36.11,129.35,2017-11-18,2017-11-18 02:59:25.442313398+00:00,2017-11-18 02:59:26.975741701+00:00
2017-11-18 11:57:26,1.6,9.0,36.08,129.33,2017-11-18,2017-11-18 02:57:30.491050003+00:00,2017-11-18 02:57:32.400495525+00:00
2017-11-18 07:57:01,1.0,9.0,36.1,129.35,2017-11-18,2017-11-17 22:57:05.608726532+00:00,2017-11-17 22:57:07.525761658+00:00
2017-11-18 07:19:26,1.2,,36.12,129.36,2017-11-18,,
2017-11-18 07:08:22,1.5,9.0,36.12,129.37,2017-11-18,2017-11-17 22:08:26.774413671+00:00,2017-11-17 22:08:28.701449976+00:00
2017-11-18 05:27:42,0.6,8.0,36.12,129.35,2017-11-18,2017-11-17 20:27:46.437318483+00:00,2017-11-17 20:27:48.160770653+00:00
2017-11-18 05:19:12,1.5,6.0,36.14,129.38,2017-11-18,2017-11-17 20:19:16.699464157+00:00,2017-11-17 20:19:18.042031886+00:00
2017-11-18 05:18:07,1.2,6.0,36.08,129.34,2017-11-18,2017-11-17 20:18:11.474713083+00:00,2017-11-17 20:18:12.811235394+00:00
2017-11-18 05:17:24,1.2,10.0,36.12,129.37,2017-11-18,2017-11-17 20:17:28.832869222+00:00,2017-11-17 20:17:30.943863868+00:00
2017-11-18 04:45:23,1.8,,36.11,129.35,2017-11-18,,
2017-11-18 04:21:40,1.8,10.0,36.1,129.35,2017-11-18,2017-11-17 19:21:44.669283043+00:00,2017-11-17 19:21:46.768175550+00:00
2017-11-18 03:34:06,1.4,9.0,36.1,129.34,2017-11-18,2017-11-17 18:34:10.473309805+00:00,2017-11-17 18:34:12.381573453+00:00
2017-11-18 03:00:39,1.5,8.0,36.07,129.33,2017-11-18,2017-11-17 18:00:43.521914401+00:00,2017-11-17 18:00:45.249738820+00:00
2017-11-18 01:32:58,1.7,10.0,36.09,129.35,2017-11-18,2017-11-17 16:33:02.736688378+00:00,2017-11-17 16:33:04.840679124+00:00
2017-11-18 00:50:27,1.5,10.0,36.09,129.34,2017-11-18,2017-11-17 15:50:31.605040065+00:00,2017-11-17 15:50:33.698919674+00:00
2017-11-18 00:06:20,1.5,5.0,36.1,129.36,2017-11-18,2017-11-17 15:06:24.567937280+00:00,2017-11-17 15:06:25.700809379+00:00
2017-11-17 23:43:07,1.9,7.0,36.11,129.34,2017-11-17,2017-11-17 14:43:11.301634407+00:00,2017-11-17 14:43:12.829299620+00:00
2017-11-17 23:18:09,1.3,,36.16,129.4,2017-11-17,,
2017-11-17 22:36:06,1.3,8.0,36.07,129.33,2017-11-17,2017-11-17 13:36:10.521914401+00:00,2017-11-17 13:36:12.249738820+00:00
2017-11-17 22:21:54,1.4,8.0,36.12,129.37,2017-11-17,2017-11-17 13:21:58.721533610+00:00,2017-11-17 13:22:00.459016757+00:00
2017-11-17 21:14:38,1.4,12.0,36.1,129.35,2017-11-17,2017-11-17 12:14:42.806688093+00:00,2017-11-17 12:14:45.252945310+00:00
2017-11-17 21:00:31,1.3,8.0,36.14,129.37,2017-11-17,2017-11-17 12:00:35.640873688+00:00,2017-11-17 12:00:37.374560058+00:00
2017-11-17 20:58:16,1.0,9.0,36.09,129.33,2017-11-17,2017-11-17 11:58:20.411611871+00:00,2017-11-17 11:58:22.315684264+00:00
2017-11-17 20:41:50,1.0,9.0,36.08,129.34,2017-11-17,2017-11-17 11:41:54.620802718+00:00,2017-11-17 11:41:56.538592990+00:00
2017-11-17 20:01:38,1.1,8.0,36.11,129.34,2017-11-17,2017-11-17 11:01:42.352847089+00:00,2017-11-17 11:01:44.071752156+00:00
2017-11-17 19:39:05,1.3,7.0,36.09,129.35,2017-11-17,2017-11-17 10:39:09.574859963+00:00,2017-11-17 10:39:11.113379477+00:00
2017-11-17 19:34:35,0.9,8.0,36.1,129.35,2017-11-17,2017-11-17 10:34:39.553896091+00:00,2017-11-17 10:34:41.283328439+00:00
2017-11-17 19:25:07,0.8,5.0,36.11,129.35,2017-11-17,2017-11-17 10:25:11.361932651+00:00,2017-11-17 10:25:12.490778724+00:00
2017-11-17 18:57:15,2.6,12.0,36.1,129.35,2017-11-17,2017-11-17 09:57:19.806688093+00:00,2017-11-17 09:57:22.252945310+00:00
2017-11-17 18:40:57,1.2,8.0,36.11,129.37,2017-11-17,2017-11-17 09:41:01.772901621+00:00,2017-11-17 09:41:03.512732169+00:00
2017-11-17 15:13:42,0.6,5.0,36.1,129.35,2017-11-17,2017-11-17 06:13:46.425778588+00:00,2017-11-17 06:13:47.555912926+00:00
2017-11-17 13:03:25,1.1,10.0,36.08,129.34,2017-11-17,2017-11-17 04:03:29.681201157+00:00,2017-11-17 04:03:31.781006882+00:00
2017-11-17 12:52:25,1.1,10.0,36.09,129.33,2017-11-17,2017-11-17 03:52:29.474867871+00:00,2017-11-17 03:52:31.558098156+00:00
2017-11-17 12:33:06,0.8,10.0,36.09,129.34,2017-11-17,2017-11-17 03:33:10.605040065+00:00,2017-11-17 03:33:12.698919674+00:00
2017-11-17 11:41:25,1.2,7.0,36.1,129.36,2017-11-17,2017-11-17 02:41:29.644692234+00:00,2017-11-17 02:41:31.185772356+00:00
2017-11-17 10:21:05,0.9,11.0,36.1,129.35,2017-11-17,2017-11-17 01:21:09.735345889+00:00,2017-11-17 01:21:12.010570104+00:00
2017-11-17 09:28:32,0.6,9.0,36.1,129.35,2017-11-17,2017-11-17 00:28:36.608726532+00:00,2017-11-17 00:28:38.525761658+00:00
2017-11-17 08:47:15,1.0,8.0,36.1,129.35,2017-11-17,2017-11-16 23:47:19.553896091+00:00,2017-11-16 23:47:21.283328439+00:00
2017-11-17 08:42:06,1.3,8.0,36.14,129.37,2017-11-17,2017-11-16 23:42:10.640873688+00:00,2017-11-16 23:42:12.374560058+00:00
2017-11-17 08:25:50,2.1,11.0,36.12,129.37,2017-11-17,2017-11-16 23:25:54.896700654+00:00,2017-11-16 23:25:57.186258422+00:00
2017-11-17 08:18:28,1.2,10.0,36.11,129.35,2017-11-17,2017-11-16 23:18:32.608859384+00:00,2017-11-16 23:18:34.703041347+00:00
2017-11-17 07:28:50,1.6,11.0,36.08,129.33,2017-11-17,2017-11-16 22:28:54.620931428+00:00,2017-11-16 22:28:56.885303971+00:00
2017-11-17 05:28:41,1.5,9.0,36.14,129.39,2017-11-17,2017-11-16 20:28:45.983309976+00:00,2017-11-16 20:28:47.921940022+00:00
2017-11-17 04:16:05,1.1,10.0,36.08,129.34,2017-11-17,2017-11-16 19:16:09.681201157+00:00,2017-11-16 19:16:11.781006882+00:00
2017-11-17 02:46:13,1.6,10.0,36.13,129.37,2017-11-17,2017-11-16 17:46:17.789828955+00:00,2017-11-16 17:46:19.897727629+00:00
2017-11-17 02:31:12,1.6,11.0,36.12,129.36,2017-11-17,2017-11-16 17:31:16.759498543+00:00,2017-11-16 17:31:19.036938026+00:00
2017-11-17 02:18:23,1.6,7.0,36.11,129.36,2017-11-17,2017-11-16 17:18:27.583897864+00:00,2017-11-16 17:18:29.122753354+00:00
2017-11-17 01:19:53,1.6,12.0,36.1,129.34,2017-11-17,2017-11-16 16:19:57.677068623+00:00,2017-11-16 16:20:00.108228797+00:00
2017-11-17 01:17:01,2.1,11.0,36.08,129.33,2017-11-17,2017-11-16 16:17:05.620931428+00:00,2017-11-16 16:17:07.885303971+00:00
2017-11-17 01:13:20,1.5,10.0,36.09,129.34,2017-11-17,2017-11-16 16:13:24.605040065+00:00,2017-11-16 16:13:26.698919674+00:00
2017-11-17 00:57:55,1.0,8.0,36.09,129.34,2017-11-17,2017-11-16 15:57:59.487980862+00:00,2017-11-16 15:58:01.214072563+00:00
2017-11-17 00:37:19,1.8,12.0,36.04,129.4,2017-11-17,2017-11-16 15:37:24.905681783+00:00,2017-11-16 15:37:27.446803534+00:00
2017-11-17 00:31:35,1.1,10.0,36.11,129.35,2017-11-17,2017-11-16 15:31:39.608859384+00:00,2017-11-16 15:31:41.703041347+00:00
2017-11-17 00:23:39,1.3,7.0,36.11,129.36,2017-11-17,2017-11-16 15:23:43.583897864+00:00,2017-11-16 15:23:45.122753354+00:00
2017-11-16 23:22:53,1.5,7.0,36.11,129.35,2017-11-16,2017-11-16 14:22:57.442313398+00:00,2017-11-16 14:22:58.975741701+00:00
2017-11-16 23:20:31,1.1,5.0,36.14,129.35,2017-11-16,2017-11-16 14:20:35.217106214+00:00,2017-11-16 14:20:36.342883492+00:00
2017-11-16 23:16:44,1.8,6.0,36.13,129.35,2017-11-16,2017-11-16 14:16:48.295224292+00:00,2017-11-16 14:16:49.626451823+00:00
2017-11-16 22:34:51,1.1,8.0,36.07,129.33,2017-11-16,2017-11-16 13:34:55.521914401+00:00,2017-11-16 13:34:57.249738820+00:00
2017-11-16 22:18:37,1.2,9.0,36.1,129.35,2017-11-16,2017-11-16 13:18:41.608726532+00:00,2017-11-16 13:18:43.525761658+00:00
2017-11-16 22:10:18,1.6,5.0,36.11,129.35,2017-11-16,2017-11-16 13:10:22.361932651+00:00,2017-11-16 13:10:23.490778724+00:00
2017-11-16 21:51:43,1.2,6.0,36.13,129.36,2017-11-16,2017-11-16 12:51:47.441486087+00:00,2017-11-16 12:51:48.777061337+00:00
2017-11-16 20:12:50,0.8,9.0,36.09,129.34,2017-11-16,2017-11-16 11:12:54.543617165+00:00,2017-11-16 11:12:56.456505782+00:00
2017-11-16 19:05:05,2.4,9.0,36.12,129.36,2017-11-16,2017-11-16 10:05:09.633547004+00:00,2017-11-16 10:05:11.552129579+00:00
2017-11-16 18:50:11,1.9,5.0,36.13,129.36,2017-11-16,2017-11-16 09:50:15.404853916+00:00,2017-11-16 09:50:16.534570201+00:00
2017-11-16 18:33:10,0.9,8.0,36.1,129.36,2017-11-16,2017-11-16 09:33:14.692110740+00:00,2017-11-16 09:33:16.428224891+00:00
2017-11-16 18:30:44,1.3,7.0,36.14,129.36,2017-11-16,2017-11-16 09:30:48.446296232+00:00,2017-11-16 09:30:49.979882139+00:00
2017-11-16 18:30:18,1.1,8.0,36.1,129.34,2017-11-16,2017-11-16 09:30:22.416776718+00:00,2017-11-16 09:30:24.139140234+00:00
2017-11-16 17:44:41,1.2,9.0,36.1,129.36,2017-11-16,2017-11-16 08:44:45.745323244+00:00,2017-11-16 08:44:47.670658110+00:00
2017-11-16 17:36:36,1.3,6.0,36.14,129.37,2017-11-16,2017-11-16 08:36:40.550993031+00:00,2017-11-16 08:36:41.889635682+00:00
2017-11-16 17:32:49,2.2,8.0,36.12,129.36,2017-11-16,2017-11-16 08:32:53.579017714+00:00,2017-11-16 08:32:55.309696360+00:00
2017-11-16 17:31:21,2.0,8.0,36.11,129.37,2017-11-16,2017-11-16 08:31:25.772901621+00:00,2017-11-16 08:31:27.512732169+00:00
2017-11-16 17:27:19,1.0,6.0,36.1,129.37,2017-11-16,2017-11-16 08:27:23.745114604+00:00,2017-11-16 08:27:25.088838762+00:00
2017-11-16 17:25:24,1.4,7.0,36.1,129.35,2017-11-16,2017-11-16 08:25:28.505000761+00:00,2017-11-16 08:25:30.040875903+00:00
2017-11-16 16:48:31,2.4,12.0,36.12,129.36,2017-11-16,2017-11-16 07:48:35.830480308+00:00,2017-11-16 07:48:38.279313232+00:00
2017-11-16 16:42:13,1.9,9.0,36.12,129.37,2017-11-16,2017-11-16 07:42:17.774413671+00:00,2017-11-16 07:42:19.701449976+00:00
2017-11-16 16:19:38,1.3,7.0,36.08,129.34,2017-11-16,2017-11-16 07:19:42.517358174+00:00,2017-11-16 07:19:44.053707235+00:00
2017-11-16 16:14:15,1.6,6.0,36.14,129.38,2017-11-16,2017-11-16 07:14:19.699464157+00:00,2017-11-16 07:14:21.042031886+00:00
2017-11-16 16:13:06,1.1,9.0,36.09,129.34,2017-11-16,2017-11-16 07:13:10.543617165+00:00,2017-11-16 07:13:12.456505782+00:00
2017-11-16 16:07:21,1.1,8.0,36.1,129.35,2017-11-16,2017-11-16 07:07:25.553896091+00:00,2017-11-16 07:07:27.283328439+00:00
2017-11-16 15:24:05,1.1,7.0,36.1,129.35,2017-11-16,2017-11-16 06:24:09.505000761+00:00,2017-11-16 06:24:11.040875903+00:00
2017-11-16 14:31:09,2.0,10.0,36.1,129.34,2017-11-16,2017-11-16 05:31:13.535695934+00:00,2017-11-16 05:31:15.623987345+00:00
2017-11-16 14:05:44,1.4,8.0,36.12,129.36,2017-11-16,2017-11-16 05:05:48.579017714+00:00,2017-11-16 05:05:50.309696360+00:00
2017-11-16 14:04:04,2.3,7.0,36.13,129.37,2017-11-16,2017-11-16 05:04:08.629884132+00:00,2017-11-16 05:04:10.170427982+00:00
2017-11-16 13:56:35,1.2,,36.08,129.33,2017-11-16,,
2017-11-16 13:53:52,1.1,6.0,36.11,129.38,2017-11-16,2017-11-16 04:53:56.829985506+00:00,2017-11-16 04:53:58.175800443+00:00
2017-11-16 13:43:18,1.7,8.0,36.08,129.33,2017-11-16,2017-11-16 04:43:22.434745886+00:00,2017-11-16 04:43:24.158062306+00:00
2017-11-16 13:40:42,1.3,6.0,36.1,129.35,2017-11-16,2017-11-16 04:40:46.462235749+00:00,2017-11-16 04:40:47.798404062+00:00
2017-11-16 12:31:12,0.9,7.0,36.1,129.34,2017-11-16,2017-11-16 03:31:16.366324035+00:00,2017-11-16 03:31:17.896687699+00:00
2017-11-16 12:22:56,1.6,8.0,36.14,129.38,2017-11-16,2017-11-16 03:23:00.786512617+00:00,2017-11-16 03:23:02.526956262+00:00
2017-11-16 11:19:11,1.3,5.0,36.09,129.35,2017-11-16,2017-11-16 02:19:15.496890795+00:00,2017-11-16 02:19:16.628416500+00:00
2017-11-16 11:01:08,1.4,9.0,36.1,129.35,2017-11-16,2017-11-16 02:01:12.608726532+00:00,2017-11-16 02:01:14.525761658+00:00
2017-11-16 10:37:34,2.3,11.0,36.1,129.35,2017-11-16,2017-11-16 01:37:38.735345889+00:00,2017-11-16 01:37:41.010570104+00:00
2017-11-16 10:32:30,1.9,10.0,36.09,129.34,2017-11-16,2017-11-16 01:32:34.605040065+00:00,2017-11-16 01:32:36.698919674+00:00
2017-11-16 10:11:59,1.1,9.0,36.1,129.34,2017-11-16,2017-11-16 01:12:03.473309805+00:00,2017-11-16 01:12:05.381573453+00:00
2017-11-16 09:47:28,2.1,11.0,36.12,129.37,2017-11-16,2017-11-16 00:47:32.896700654+00:00,2017-11-16 00:47:35.186258422+00:00
2017-11-16 09:02:42,3.6,8.0,36.12,129.37,2017-11-16,2017-11-16 00:02:46.721533610+00:00,2017-11-16 00:02:48.459016757+00:00
2017-11-16 08:04:35,1.4,9.0,36.1,129.36,2017-11-16,2017-11-15 23:04:39.745323244+00:00,2017-11-15 23:04:41.670658110+00:00
2017-11-16 07:59:49,1.7,6.0,36.14,129.36,2017-11-16,2017-11-15 22:59:53.402951607+00:00,2017-11-15 22:59:54.737410298+00:00
2017-11-16 07:50:00,1.4,7.0,36.08,129.33,2017-11-16,2017-11-15 22:50:04.384502848+00:00,2017-11-15 22:50:05.915609771+00:00
2017-11-16 07:40:33,1.6,7.0,36.11,129.36,2017-11-16,2017-11-15 22:40:37.583897864+00:00,2017-11-15 22:40:39.122753354+00:00
2017-11-16 07:34:40,1.5,10.0,36.11,129.35,2017-11-16,2017-11-15 22:34:44.608859384+00:00,2017-11-15 22:34:46.703041347+00:00
2017-11-16 07:13:37,1.5,9.0,36.11,129.35,2017-11-16,2017-11-15 22:13:41.547488677+00:00,2017-11-15 22:13:43.460627455+00:00
2017-11-16 06:46:30,1.8,5.0,36.08,129.32,2017-11-16,2017-11-15 21:46:34.169040190+00:00,2017-11-15 21:46:35.293751214+00:00
2017-11-16 06:41:32,1.0,9.0,36.08,129.33,2017-11-16,2017-11-15 21:41:36.491050003+00:00,2017-11-15 21:41:38.400495525+00:00
2017-11-16 06:33:36,1.3,8.0,36.1,129.34,2017-11-16,2017-11-15 21:33:40.416776718+00:00,2017-11-15 21:33:42.139140234+00:00
2017-11-16 06:23:17,1.4,,36.07,129.33,2017-11-16,,
2017-11-16 06:17:49,1.1,7.0,36.08,129.34,2017-11-16,2017-11-15 21:17:53.517358174+00:00,2017-11-15 21:17:55.053707235+00:00
2017-11-16 06:14:11,1.6,8.0,36.11,129.35,2017-11-16,2017-11-15 21:14:15.491900943+00:00,2017-11-15 21:14:17.218194236+00:00
2017-11-16 06:13:05,1.3,,36.09,129.33,2017-11-16,,
2017-11-16 06:05:18,1.1,7.0,36.1,129.36,2017-11-16,2017-11-15 21:05:22.644692234+00:00,2017-11-15 21:05:24.185772356+00:00
2017-11-16 06:01:32,1.4,,36.11,129.36,2017-11-16,,
2017-11-16 06:01:10,1.5,7.0,36.1,129.35,2017-11-16,2017-11-15 21:01:14.505000761+00:00,2017-11-15 21:01:16.040875903+00:00
2017-11-16 06:00:18,1.6,6.0,36.08,129.34,2017-11-16,2017-11-15 21:00:22.474713083+00:00,2017-11-15 21:00:23.811235394+00:00
2017-11-16 05:56:26,1.1,5.0,36.08,129.33,2017-11-16,2017-11-15 20:56:30.303023691+00:00,2017-11-15 20:56:31.430646794+00:00
2017-11-16 05:54:11,2.5,10.0,36.09,129.34,2017-11-16,2017-11-15 20:54:15.605040065+00:00,2017-11-15 20:54:17.698919674+00:00
2017-11-16 05:38:08,1.8,10.0,36.1,129.34,2017-11-16,2017-11-15 20:38:12.535695934+00:00,2017-11-15 20:38:14.623987345+00:00
2017-11-16 05:23:40,1.9,10.0,36.09,129.33,2017-11-16,2017-11-15 20:23:44.474867871+00:00,2017-11-15 20:23:46.558098156+00:00
2017-11-16 05:05:30,1.9,10.0,36.12,129.36,2017-11-16,2017-11-15 20:05:34.693779482+00:00,2017-11-15 20:05:36.794543471+00:00
2017-11-16 05:03:37,2.0,8.0,36.08,129.34,2017-11-16,2017-11-15 20:03:41.566119208+00:00,2017-11-15 20:03:43.296159771+00:00
2017-11-16 04:40:52,1.9,7.0,36.13,129.37,2017-11-16,2017-11-15 19:40:56.629884132+00:00,2017-11-15 19:40:58.170427982+00:00
2017-11-16 04:24:24,1.4,7.0,36.1,129.36,2017-11-16,2017-11-15 19:24:28.644692234+00:00,2017-11-15 19:24:30.185772356+00:00
2017-11-16 04:01:41,1.9,5.0,36.13,129.36,2017-11-16,2017-11-15 19:01:45.404853916+00:00,2017-11-15 19:01:46.534570201+00:00
2017-11-16 03:44:02,1.4,6.0,36.11,129.36,2017-11-16,2017-11-15 18:44:06.541888112+00:00,2017-11-15 18:44:07.880281513+00:00
2017-11-16 03:43:40,1.4,7.0,36.1,129.35,2017-11-16,2017-11-15 18:43:44.505000761+00:00,2017-11-15 18:43:46.040875903+00:00
2017-11-16 03:36:58,1.1,10.0,36.09,129.35,2017-11-16,2017-11-15 18:37:02.736688378+00:00,2017-11-15 18:37:04.840679124+00:00
2017-11-16 03:04:39,1.7,8.0,36.12,129.37,2017-11-16,2017-11-15 18:04:43.721533610+00:00,2017-11-15 18:04:45.459016757+00:00
2017-11-16 02:56:02,1.4,8.0,36.11,129.35,2017-11-16,2017-11-15 17:56:06.491900943+00:00,2017-11-15 17:56:08.218194236+00:00
2017-11-16 02:46:58,1.4,,36.12,129.35,2017-11-16,,
2017-11-16 02:45:55,1.8,7.0,36.13,129.35,2017-11-16,2017-11-15 17:45:59.339661948+00:00,2017-11-15 17:46:00.868923664+00:00
2017-11-16 02:40:42,1.3,9.0,36.1,129.34,2017-11-16,2017-11-15 17:40:46.473309805+00:00,2017-11-15 17:40:48.381573453+00:00
2017-11-16 02:37:43,2.3,8.0,36.14,129.37,2017-11-16,2017-11-15 17:37:47.640873688+00:00,2017-11-15 17:37:49.374560058+00:00
2017-11-16 02:25:50,1.8,10.0,36.08,129.33,2017-11-16,2017-11-15 17:25:54.553190332+00:00,2017-11-15 17:25:56.642909417+00:00
2017-11-16 02:17:15,1.9,10.0,36.1,129.34,2017-11-16,2017-11-15 17:17:19.535695934+00:00,2017-11-15 17:17:21.623987345+00:00
2017-11-16 02:10:46,1.9,9.0,36.13,129.37,2017-11-16,2017-11-15 17:10:50.730834704+00:00,2017-11-15 17:10:52.655313737+00:00
2017-11-16 02:03:43,1.6,10.0,36.12,129.35,2017-11-16,2017-11-15 17:03:47.555695258+00:00,2017-11-15 17:03:49.645617764+00:00
2017-11-16 01:54:16,1.5,7.0,36.1,129.35,2017-11-16,2017-11-15 16:54:20.505000761+00:00,2017-11-15 16:54:22.040875903+00:00
2017-11-16 01:50:58,1.7,,36.1,129.35,2017-11-16,,
2017-11-16 01:36:05,2.5,13.0,36.14,129.36,2017-11-16,2017-11-15 16:36:09.829023386+00:00,2017-11-15 16:36:12.433777267+00:00
2017-11-16 01:33:06,1.3,10.0,36.1,129.35,2017-11-16,2017-11-15 16:33:10.669283043+00:00,2017-11-15 16:33:12.768175550+00:00
2017-11-16 01:23:12,2.1,11.0,36.09,129.35,2017-11-16,2017-11-15 16:23:16.801813630+00:00,2017-11-15 16:23:19.083073678+00:00
2017-11-16 01:13:59,1.4,7.0,36.11,129.36,2017-11-16,2017-11-15 16:14:03.583897864+00:00,2017-11-15 16:14:05.122753354+00:00
2017-11-16 01:09:44,1.4,5.0,36.1,129.36,2017-11-16,2017-11-15 16:09:48.567937280+00:00,2017-11-15 16:09:49.700809379+00:00
2017-11-16 01:08:47,1.7,9.0,36.09,129.35,2017-11-16,2017-11-15 16:08:51.677015378+00:00,2017-11-15 16:08:53.598265231+00:00
2017-11-16 01:04:05,1.2,5.0,36.1,129.34,2017-11-16,2017-11-15 16:04:09.284493364+00:00,2017-11-15 16:04:10.411724722+00:00
2017-11-16 01:03:21,1.3,6.0,36.11,129.36,2017-11-16,2017-11-15 16:03:25.541888112+00:00,2017-11-15 16:03:26.880281513+00:00
2017-11-16 00:51:58,1.6,5.0,36.11,129.36,2017-11-16,2017-11-15 15:52:02.506087961+00:00,2017-11-15 15:52:03.637790377+00:00
2017-11-16 00:48:53,1.8,5.0,36.09,129.35,2017-11-16,2017-11-15 15:48:57.496890795+00:00,2017-11-15 15:48:58.628416500+00:00
2017-11-16 00:46:42,1.4,6.0,36.11,129.36,2017-11-16,2017-11-15 15:46:46.541888112+00:00,2017-11-15 15:46:47.880281513+00:00
2017-11-16 00:43:07,1.8,8.0,36.1,129.35,2017-11-16,2017-11-15 15:43:11.553896091+00:00,2017-11-15 15:43:13.283328439+00:00
2017-11-16 00:42:25,0.6,5.0,36.08,129.33,2017-11-16,2017-11-15 15:42:29.303023691+00:00,2017-11-15 15:42:30.430646794+00:00
2017-11-16 00:38:14,2.0,9.0,36.09,129.35,2017-11-16,2017-11-15 15:38:18.677015378+00:00,2017-11-15 15:38:20.598265231+00:00
